"","Name","Actinodaphne borneensis","Actinodaphne diversifolia","Actinodaphne glabra","Actinodaphne glomerata","Actinodaphne macrophylla","Adinandra dumosa","Aglaia argentea","Aglaia discolor","Aglaia elliptica","Aglaia eximia","Aglaia forbesii","Aglaia ganggo","Aglaia glabriflora","Aglaia glabrifolia","Aglaia grandis","Aglaia hiernii","Aglaia ignea","Aglaia indet","Aglaia kinabaluensis","Aglaia malaccensis","Aglaia rufinervis","Aglaia shawiana","Aglaia spectabilis","Alangium griffithii","Alangium javanicum","Alphonsea javanica","Alseodaphne insignis","Alseodaphne oblanceolata","Alstonia angustiloba","Alstonia spatulata","Anacolosa frutescens","Anisophyllea corneri","Annona indet","Antiaris toxicaria","Antidesma digitaliforme","Antidesma hosei","Antidesma leucopodum","Antidesma neurocarpum","Aphanamixis borneensis","Aphanamixis indet","Aporosa acuminatissima","Aporosa confusa","Aporosa elmeri","Aporosa falcifera","Aporosa frutescens","Aporosa grandistipula","Aporosa indet","Aporosa lucida","Aporosa nitida","Aporosa prainiana","Aporosa subcaudata","Aquilaria malaccensis","Archidendron clypearia","Archidendron indet","Archidendron sabahense","Ardisia colorata","Ardisia elliptica","Ardisia indet","Ardisia macrophylla","Artocarpus anisophyllus","Artocarpus dadah","Artocarpus kemando","Artocarpus lanceifolius","Artocarpus odoratissimus","Atuna nannodes","Azadirachta excelsa","Baccaurea angulata","Baccaurea beccariana","Baccaurea bracteata","Baccaurea indet","Baccaurea kunstleri","Baccaurea lanceolata","Baccaurea macrocarpa","Baccaurea minor","Baccaurea parviflora","Baccaurea stipulata","Baccaurea sumatrana","Baccaurea tetrandra","Baccaurea trigonocarpa","Barringtonia indet","Barringtonia lanceolata","Barringtonia macrostachya","Barringtonia sarcostachys","Beilschmiedia assamica","Beilschmiedia indet","Beilschmiedia madang","Beilschmiedia maingayi","Beilschmiedia micrantha","Bhesa paniculata","Blumeodendron kurzii","Blumeodendron tokbrai","Bridelia glauca","Buchanania arborescens","Buchanania nitida","Buchanania sessilifolia","Calophyllum blancoi","Calophyllum burmanni","Calophyllum gracilipes","Calophyllum indet","Calophyllum pyriforme","Calophyllum soulattri","Calophyllum tetrapterum","Campnosperma auriculatum","Canarium asperum","Canarium denticulatum","Canarium hirsutum","Canarium indet","Canarium kinabaluense","Canarium latistipulatum","Canarium megalanthum","Canarium odontophyllum","Canarium pilosum","Canthium confertum","Canthium indet","Carallia brachiata","Casearia tuberculata","Castanopsis evansii","Castanopsis motleyana","Castanopsis oligoneura","Chaetocarpus castanocarpus","Chionanthus callophyllus","Chionanthus laxiflorus","Chionanthus oliganthus","Chionanthus pluriflorus","Chisocheton beccarianus","Chisocheton ceramicus","Chisocheton indet","Chisocheton macranthus","Chisocheton sarawakanus","Cleistanthus baramicus","Cleistanthus ellipticus","Cleistanthus gracilis","Cleistanthus indet","Cleistanthus myrianthus","Cleistanthus paxii","Cleistanthus rufescens","Cleistanthus sumatranus","Colubrina beccariana","Cotylelobium melanoxylon","Cowiea borneensis","Cratoxylum cochinchinense","Cratoxylum formosum","Croton griffithii","Crudia reticulata","Crudia tenuipes","Crypteronia griffithii","Cryptocarya borneensis","Cryptocarya crassinervia","Cryptocarya indet","Cryptocarya kurzii","Cryptocarya pulchrinervia","Ctenolophon parvifolius","Cyathocalyx indet","Cyathocalyx magnificus","Cynometra inaequifolia","Dacryodes indet","Dacryodes laxa","Dacryodes longifolia","Dacryodes rostrata","Dacryodes rugosa","Dehaasia caesia","Dehaasia cuneata","Dehaasia incrassata","Dendrocnide elliptica","Dialium indet","Dialium indum","Dialium platysepalum","Dillenia excelsa","Dimocarpus longan","Dimorphocalyx murinus","Diospyros areolata","Diospyros borneensis","Diospyros curranii","Diospyros densa","Diospyros elliptifolia","Diospyros elmeri","Diospyros euphlehia","Diospyros fusiformis","Diospyros indet","Diospyros laevigata","Diospyros laevis","Diospyros macrophylla","Diospyros oligantha","Diospyros polyalthioides","Diospyros squamifolia","Diospyros sumatrana","Diospyros tuberculata","Diplospora malaccensis","Dipterocarpus acutangulus","Dipterocarpus applanatus","Dipterocarpus caudiferus","Dipterocarpus confertus","Dipterocarpus gracilis","Dipterocarpus grandiflorus","Dipterocarpus humeratus","Dipterocarpus indet","Dipterocarpus kerrii","Dipterocarpus kunstleri","Dracaena elliptica","Dracontomelon costatum","Dracontomelon dao","Drimycarpus luridus","Dryobalanops lanceolata","Drypetes bordenii","Drypetes crassipes","Drypetes eriocarpa","Drypetes indet","Drypetes longifolia","Drypetes macrophylla","Drypetes macrostigma","Drypetes microphylla","Drypetes rhakodiskos","Drypetes subcubica","Duabanga moluccana","Durio acutifolius","Durio dulcis","Durio grandiflorus","Durio graveolens","Durio griffithii","Dyera costulata","Dysoxylum alliaceum","Dysoxylum carolinae","Dysoxylum indet","Dysoxylum pachyrhache","Elaeocarpus brunnescens","Elaeocarpus clementis","Elaeocarpus floribundus","Elaeocarpus indet","Elaeocarpus jugahanus","Elaeocarpus pedunculatus","Elaeocarpus stipularis","Ellipanthus beccarii","Endiandra faceta","Endiandra indet","Endiandra macrophylla","Endiandra rubescens","Endospermum diadenum","Enicosanthum erianthoides","Erythroxylum cuneatum","Eugenia indet","Eurycoma indet","Eurycoma longifolia","Eusideroxylon zwageri","Fagraea belukar","Fagraea cuspidata","Fagraea indet","Ficus condensa","Ficus treubii","Ficus uncinata","Flacourtia rukam","Fordia indet","Fordia splendidissima","Gaertnera junghuhniana","Galearia stenophylla","Ganua sarawakensis","Garcinia benthamiana","Garcinia forbesii","Garcinia gaudichaudii","Garcinia indet","Garcinia mangostana","Garcinia miquelii","Garcinia nervosa","Garcinia parvifolia","Garcinia trianii","Gardenia tubifera","Gironniera nervosa","Gironniera parvifolia","Glochidion borneensis","Glochidion indet","Glochidion kerangae","Glochidion rubrum","Glochidion superbum","Gluta indet","Gluta macrocarpa","Gluta oba","Gluta sabahana","Gluta velutina","Gluta wallichii","Gomphia serrata","Goniothalamus gigantifolius","Goniothalamus ridleyi","Gonystylus bancanus","Gonystylus consanguineus","Gonystylus forbesii","Gonystylus indet","Gonystylus keithii","Gonystylus stenosepalus","Guioa pleuropteris","Guioa pubescens","Gymnacranthera contracta","Gymnacranthera eugeniifolia","Gymnacranthera forbesii","Gymnacranthera indet","Gymnacranthera ocellata","Helicia attenuata","Helicia fuscotomentosa","Helicia pterygota","Heliciopsis artocarpoides","Heliciopsis velutina","Heritiera elata","Heritiera javanica","Heritiera simplicifolia","Heritiera sumatrana","Heynea trijuga","Homalium foetidum","Homalium grandiflorum","Hopea beccariana","Hopea ferruginea","Hopea nervosa","Hopea pentanervia","Hopea sangal","Hopea semicuneata","Horsfieldia grandis","Horsfieldia indet","Horsfieldia polyspherula","Hydnocarpus anomalus","Hydnocarpus borneensis","Hydnocarpus gracilis","Hydnocarpus indet","Hydnocarpus kunstleri","Hydnocarpus polypetalus","Hydnocarpus subfalcata","Hydnocarpus woodii","Indet indet","Intsia palembanica","Irvingia malayana","Ixonanthes reticulata","Ixora blumei","Ixora grandifolia","Kibara obtusa","Kibatalia indet","Kibatalia villosa","Knema cinerea","Knema curtisii","Knema elmeri","Knema furfuracea","Knema galeata","Knema indet","Knema latericia","Knema latifolia","Knema laurina","Knema oblongata","Knema pallens","Koilodepas laevigatum","Koompassia excelsa","Koompassia malaccensis","Koordersiodendron pinnatum","Kostermanthus heteropetalus","Lansium domesticum","Leea indica","Lepisanthes amoena","Lepisanthes falcata","Lepisanthes indet","Lepisanthes multijuga","Licania indet","Licania splendens","Lithocarpus bennettii","Lithocarpus cantleyanus","Lithocarpus caudatifolius","Lithocarpus conocarpus","Lithocarpus ferrugineus","Lithocarpus gracilis","Lithocarpus indet","Lithocarpus lucidus","Lithocarpus meijeri","Lithocarpus nieuwenhuisii","Lithocarpus pseudokunstleri","Litsea accedens","Litsea borneensis","Litsea caulocarpa","Litsea cubeba","Litsea cylindrocarpa","Litsea firma","Litsea fulva","Litsea grandis","Litsea indet","Litsea mappacea","Litsea ochracea","Litsea oppositifolia","Litsea pallidifolia","Litsea tomentosa","Lophopetalum beccarianum","Lophopetalum indet","Macaranga beccariana","Macaranga hypoleuca","Macaranga lowii","Macaranga pearsonii","Maclurodendron porteri","Madhuca burckiana","Madhuca indet","Madhuca kingiana","Madhuca mindanaensis","Madhuca pallida","Madhuca sepilokensis","Magnolia candollei","Magnolia gigantifolia","Magnolia indet","Mallotus caudatus","Mallotus griffithianus","Mallotus indet","Mallotus korthalsii","Mallotus penangensis","Mangifera decandra","Mangifera foetida","Mangifera parvifolia","Mangifera torquenda","Mastixia trichotoma","Meiogyne virgata","Melanochyla auriculata","Melanochyla beccariana","Melanochyla bullata","Melicope indet","Melicope lunu-ankenda","Meliosma sumatrana","Memecylon argenteum","Memecylon beccarianum","Memecylon borneense","Memecylon floribundum","Memecylon indet","Mesua hexapetala","Mesua indet","Mesua macrantha","Mesua oblongifolia","Microcos cinnamonifolia","Microcos crassifolia","Microcos elmeri","Microcos indet","Microcos ossea","Microcos pachyphylla","Microcos reticulata","Mischocarpus pentapetalus","Mitrephora korthalsiana","Moultonianthus leembruggianus","Myristica cinnamomea","Myristica contracta","Myristica indet","Myristica iners","Myristica malaccensis","Myristica maxima","Nauclea subdita","Neesia synandra","Neo-uvaria acuminatissima","Neolamarckia cadamba","Neonauclea gigantea","Neoscortechinia forbesii","Nephelium cuspidatum","Nephelium daedaleum","Nephelium indet","Nephelium mangayi","Nephelium ramboutan-ake","Notaphoebe indet","Ochanostachys amentacea","Octomeles sumatrana","Ormosia bancana","Orophea alba","Orophea indet","Orophea myriantha","Palaquium leiocarpum","Palaquium rostratum","Palaquium stenophyllum","Paracroton pendulus","Parameria indet","Paranephelium xestophyllum","Parartocarpus spinulosus","Parartocarpus venenosus","Parashorea malaanonan","Parashorea tomentella","Parinari elmeri","Parinari indet","Parinari oblongifolia","Parishia insignis","Parkia indet","Parkia singularis","Payena indet","Payena longipedicellata","Pellacalyx lobbii","Peltophorum racemosum","Pentace borneensis","Pentace indet","Pentace laxiflora","Phaeanthus indet","Phaeanthus splendens","Phellocalyx indet","Pimelodendron griffithianum","Planchonia valida","Pleiocarpidia paniculata","Pleiocarpidia sandahanica","Polyalthia canangioides","Polyalthia cauliflora","Polyalthia cinnamomea","Polyalthia congesta","Polyalthia indet","Polyalthia lateriflora","Polyalthia longipes","Polyalthia microtus","Polyalthia obliqua","Polyalthia sumatrana","Polyalthia xanthopetala","Pometia pinnata","Popowia odoardi","Prainea limpato","Praravinia suberosa","Prunus grisea","Prunus indet","Prunus javanica","Prunus spicata","Psychotria aurantiaca","Psydrax indet","Pternandra caerulescens","Pterocymbium tubulatum","Pterospermum elongatum","Ptychopyxis arborea","Pyrenaria kunstleri","Quercus indet","Quercus subsericea","Rapanea umbellulata","Rauvolfia reflexa","Reinwardtiodendron humile","Rhodamnia cinerea","Rinorea horneri","Rinorea longiracemosa","Rothmannia indet","Ryparosa acuminata","Ryparosa hirsuta","Ryparosa hullettii","Sageraea lanceolata","Sandoricum koetjape","Sandoricum maingayi","Santiria grandiflora","Saprosma arboreum","Saraca declinata","Sarcotheca diversifolia","Sarcotheca glauca","Scaphium longipetiolatum","Scaphium macropodum","Scleropyrum maingayi","Scorodocarpus borneensis","Semecarpus bunburyana","Shorea acuminatissima","Shorea agami","Shorea almon","Shorea argentifolia","Shorea atrinervosa","Shorea beccariana","Shorea faguetiana","Shorea falciferoides","Shorea foxworthyi","Shorea gibbosa","Shorea indet","Shorea johorensis","Shorea leprosula","Shorea leptoderma","Shorea macroptera","Shorea mecistopteryx","Shorea multiflora","Shorea parvifolia","Shorea pauciflora","Shorea seminis","Shorea smithiana","Shorea superba","Shorea symingtonii","Shorea waltonii","Shorea xanthophylla","Sindora irpicina","Stemonurus grandifolius","Stemonurus indet","Stemonurus malaccensis","Stemonurus secundiflorus","Sterculia indet","Sterculia monosperma","Sterculia stipularis","Sterculia stipulata","Strychnos borneensis","Strychnos ignatii","Suregada glomerulata","Sympetalandra borneensis","Symplocos adenophylla","Symplocos crassifolia","Symplocos crassipes","Symplocos indet","Symplocos odoratissima","Syzygium caudatilimbum","Syzygium chloranthum","Syzygium clavatum","Syzygium indet","Syzygium lineatum","Syzygium myrtillus","Syzygium napiforme","Syzygium tawahense","Tabernaemontana macrocarpa","Tapoides villamilii","Teijsmanniodendron glabrum","Teijsmanniodendron holophyllum","Teijsmanniodendron indet","Teijsmanniodendron pteropodum","Teijsmanniodendron simplicifolium","Ternstroemia aneura","Ternstroemia magnifica","Timonius flavescens","Timonius indet","Timonius villamilii","Trichadenia philippinensis","Trigoniastrum hypoleucum","Trigonopleura malayana","Trigonostemon sandakanensis","Triomma malaccensis","Tristaniopsis clementis","Tristaniopsis merguensis","Urophyllum glabrum","Urophyllum griffithianum","Urophyllum indet","Urophyllum woodii","Uvaria indet","Uvaria sorzogonensis","Vaccinium bancanum","Vatica beccariana","Vatica dulitensis","Vatica micrantha","Vatica oblongifolia","Vatica rassak","Vitex quinata","Walsura indet","Walsura pinnata","Woodiellantha sympetala","Xanthophyllum adenotus","Xanthophyllum affine","Xanthophyllum amoenum","Xanthophyllum beccarianum","Xanthophyllum flavescens","Xanthophyllum heterophyllum","Xanthophyllum indet","Xanthophyllum rufum","Xanthophyllum stipitatum","Xerospermum noronhianum","Xylopia dehiscens","Xylopia ferruginea","Xylopia indet","Xylopia stenopetala","Ziziphus angustifolia"
"1","292-11 A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","292-11 B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3","292-11 C",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","292-11 D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","292-11 E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
